"Original Text","Initial","Machine translation","Better translation","Best translation"
"music/richang.ogg","HEY I'M CADENZA AND THIS IS A TEST","","",""
"主人，要过年了。","","","",""
"黎双双","","","",""
"黎双双失败","","","",""
"music/qingxin.ogg","","","",""
"se/run2.ogg","","","",""
"双双姐！双双姐回来了！","","","",""
"【从窗户处探出头】啥？黎姐回来了？！","","","",""
"（双双妹妹回来了？那说明....）","","","",""
"se/blmcgq.ogg","","","",""
"【立马蹦了起来】我，我姐回来了？！","","","",""
"【跑出来迎接】","","","",""
"【止步于石桌前】嗯....","","","",""
"se/blmcz.ogg","","","",""
"【扑上去，一把将她抱住】","","","",""
"【苦笑着摸了摸黎一一的头发】","","","",""
"se/walk.ogg","","","",""
"【闻声来到了后院】","","","",""
"【低着头，行礼】见过恩公。","","","",""
"【心如明镜】（看来是落选了。）","","","",""
"选秀的结果如何？","","","",""
"双双姐....那选秀....","","","",""
"【垂下眼帘】我落选了。","","","",""
"【看向你】","","","",""
"【跪倒在地】对不起恩公，是双双辜负了你的期待。","","","",""
"【手搭在她肩膀上】双双...","","","",""
"不走不是挺好的？少了个人在宫里也差不了什么。","","","",""
"【点点头】没有宫中内应，我们也照样能够成事。","","","",""
"不必如此。没有宫中内应，我们也照样能够成事。","","","",""
"【伸手去扶她起来】","","","",""
"【下意识地躲开】","","","",""
"......","","","",""
"你恍然明白，你选择放弃她之后，她虽仍会忠心于你，但你们两个之间是回不到从前了。","","","",""
"无","","","",""
"【叹了口气】（就这么错过了良机...）","","","",""
"罢了，你也辛苦了，回房休整一下吧。","","","",""
"是。","","","",""
"【拉着黎双双回屋】我早上才跟主人说今年过年要少个人呢，还好你回来啦！","","","",""
"黎一一","","","",""
"黎一一失败","","","",""
"一一！一一回来了！","","","",""
"【从窗户处探出头】啥？一一回来了？！","","","",""
"（一一妹妹回来了？那说明....）","","","",""
"se/blmcq.ogg","","","",""
"【立马站起来】（我没有听错吗？）","","","",""
"【止步于石桌前，低着头不敢看大家】","","","",""
"一一...","","","",""
"【看着妹妹低落的模样，心中不知是喜是悲】......","","","",""
"【头垂得更低了】恩公...","","","",""
"一一....那选秀....","","","",""
"【“扑通”一声跪倒在地】对不起恩公，我没有被选上，对不起对不起...是我自不量力...对不起...","","","",""
"【手搭在她肩膀上】一一...","","","",""
"黎一一嘴里不停地说着“对不起”，看上去是没有要停下来的意思了。","","","",""
"喂，你这样就没必要了。不走不是挺好的？少了个人在宫里也差不了什么。","","","",""
"【点点头】没有宫中内应，我们也照样能够成事，不要过于自责了。","","","",""
"不必如此。没有宫中内应，我们也照样能够成事，不要过于自责了。","","","",""
"罢了，你也辛苦了。回房休整一下吧。","","","",""
"...是。","","","",""
"【拉着黎一一回屋】我早上才跟主人说今年过年要少个人呢，还好你回来啦！","","","",""
"玉漏","","","",""
"玉漏失败","","","",""
"玉漏姐姐！玉漏姐姐回来了！","","","",""
"【从窗户处探出头】啥？玉姐回来了？！","","","",""
"（玉漏妹妹回来了？那说明....）","","","",""
"【跑出来迎接】哪儿呢？","","","",""
"【跟在黎一一后面】","","","",""
"玉漏姐姐...","","","",""
"【垂眸】东家...","","","",""
"选秀怎么样了....？","","","",""
"【“扑通”一声跪倒在地】玉漏落选了，对不起东家...对不起你们...","","","",""
"【手搭在她肩膀上】别这样。","","","",""
"【眼泪哗哗掉】都是我没用...","","","",""
"【抹了把眼泪】是，东家。","","","",""
"【拉着玉漏回屋】我早上才跟主人说今年过年要少个人呢，还好你回来啦！","","","",""
"music/101-zhangdengjiecai.ogg","","","",""
"年夜饭后。","","","",""
"se/heavyfootstep.ogg","","","",""
"栗子糕","","","",""
"【抱着一尊财神进门】呼，呼...","","","",""
"【冲黎一一喊道】一一，过来帮个忙！","","","",""
"se/place.ogg","","","",""
"【放下花生米】来了！","","","",""
"【冲黎双双喊道】双双姐，过来帮个忙！","","","",""
"【放下盘子】来了。","","","",""
"玉漏姐，我们来了！","","","",""
"se/blmcl.ogg","","","",""
"【最后擦了一把供台，将红纸铺好】好啦，都干净了。","","","",""
"栗子糕和[temp]用力向上抬，将极为沉重的财神像放在了正厅右侧的供台上。","","","",""
"【搓搓手】好嘞！","","","",""
"【围着财神像转了一圈】财神看起来好慈善呀，每天来拜一拜，一定会有好运的。","","","",""
"【扑哧一笑】好运不好说，但是财运是一定会有的！","","","",""
"【退后一步，观摩财神】先前这块有些空，如今摆上财神刚刚好。","","","",""
"【放下嘴里的苹果】怎么多了尊财神？","","","",""
"自然是为了招财进宝呀！","","","",""
"【从厨房探出头，甩了甩因洗盘子弄湿的手】","","","",""
"【望向财神，眼睛一亮】","","","",""
"【继续擦桌子】哇塞，好大一个！","","","",""
"【看着财神手里的宝盆】啧...","","","",""
"在这个吉利的日子请了财神回家，希望财神保佑我们风信楼财源滚滚！","","","",""
"【咯咯一笑】照我说，咱们早就该供上财神了~","","","",""
"别忘了燃放烟花爆竹。","","","",""
"【一拍头】差点忘了！","","","",""
"谢谢关姐姐提醒！","","","",""
"那我们可以拜了吗？","","","",""
"嗯，应该——","","","",""
"——差点忘了，要先燃放烟花爆竹！","","","",""
"【提醒道】别忘了燃放烟花爆竹。","","","",""
"se/flame.ogg","","","",""
"那么让我们开始吧！","","","",""
"燃放爆竹之后。","","","",""
"好啦！需要供茶、花、水果还是什么的，请随时哦！","","","",""
"【在台子上放了一盘花生米】","","","",""
"【放下抹布，对着财神拜了拜】（保佑我早日发财哈！）","","","",""
"【放了两颗苹果上去】","","","",""
"se/pour.ogg","","","",""
"【从桌上倒了杯茶放在财神前】（财神老爷保佑我今后能够赚花不完的钱，想买什么买什么。）","","","",""
"【从袖中拿出一枚珍珠放在台子上，虔诚地拜财神】（信女玉漏不求今后大富大贵，只求今后能与东家顺顺利利，平安过上一辈子...）","","","",""
"【从袖中拿出一枚珍珠放在台子上，虔诚地拜财神】（信女玉漏不求今后大富大贵，只求能够赚足我生活的钱，有个安身之所...）","","","",""
"【捏着一只桂花，放在台上】（我在天上的时候，听各路神仙说过，财神喜欢黄色的亮闪闪的东西...送桂花绝对没错~）","","","",""
"se/wapian.ogg","","","",""
"【见大家都上了供，有些不好意思地将喝了一半的竹叶青放了上去】","","","",""
"想要上供的姑娘们陆陆续续将手中的东西摆了上去，不多时，财神像前的供桌上已是满当当一片。","","","",""
"（是否要花{color=#ff0000}888金钱{/color}来置办供品？）
{size=-10}当前金钱：{color=#ff0}[money]{/color}{/size}","","","",""
"【是】","","","",""
"se/money.ogg","","","",""
"{color=#ff0000}金钱-888{/color}","","","",""
"是否再花{color=#ff0000}8888金钱{/color}来置办供品？
{size=-10}当前金钱：{color=#ff0}[money]{/color}{/size}","","","",""
"{color=#ff0000}金钱-8888{/color}","","","",""
"是否再花{color=#ff0000}18888金钱{/color}来置办供品？
{size=-10}当前金钱：{color=#ff0}[money]{/color}{/size}","","","",""
"{color=#ff0000}金钱-18888{/color}","","","",""
"是否再花{color=#ff0000}38888金钱{/color}来置办供品？
{size=-10}当前金钱：{color=#ff0}[money]{/color}{/size}","","","",""
"{color=#ff0000}金钱-38888{/color}","","","",""
"【否】","","","",""
"（心诚则灵。）","","","",""
"财神需要早晚三炷香，谁想认领这个活儿呢？","","","",""
"众人左看看右看看。","","","",""
"我习惯晚睡早起，就由我来负责吧。","","","",""
"嘻嘻，黄婵姐姐最好了！那就拜托啦！","","","",""
"就交给我好啦。","","","",""
"嘻嘻，玉漏姐姐最好了！那就拜托啦！","","","",""
"【期待地看向黎一一】","","","",""
"（双双姐进宫了，一一最近都蔫蔫的...）","","","",""
"那就交给我吧！","","","",""
"我来好了。","","","",""
"嘻嘻，双双姐最好了！那就拜托啦！","","","",""
"对啦主人，差点忘了！","","","",""
"【将袋子递给你】这是主人要的东西。","","","",""
"【清点袋子内物品】","","","",""
"【收下】辛苦。","","","",""
"嘿嘿！","","","",""
"【看了眼天色】（要趁大家休息前把礼物送了吗？）","","","",""
"【不送】","","","",""
"【送礼】","","","",""
"wubiganga","","","",""
"se/bounce2.ogg","","","",""
"{color=#D81C8E}【获得成就：无比尴尬】{/color}","","","",""
"送给谁？","","","",""
"赠送【栗子糕】","","","",""
"【眯眼】睡前还有礼物收，真好！
才艺：[LZGcy] 武功：[LZGwg] 魅力：[LZGwm]","","","",""
"主人！","","","",""
"赠送【黎双双】","","","",""
"【行礼】恩公。
才艺：[LSScy] 武功：[LSSwg] 魅力：[LSSwm]","","","",""
"那恩公早些休息。","","","",""
"【回房】","","","",""
"赠送【黎一一】","","","",""
"我还以为今年没有礼物了呢。
才艺：[LYYcy] 武功：[LYYwg] 魅力：[LYYwm]","","","",""
"果然没有。","","","",""
"赠送【聂香】","","","",""
"聂香","","","",""
"不是好东西我可不要哦。
才艺：[NXcy] 武功：[NXwg] 魅力：[NXwm]","","","",""
"[xing]！[ming]！","","","",""
"赠送【夕芸】","","","",""
"夕芸","","","",""
